lexeme,INF,GER,PRS.PTCP.SG,PRS.PTCP.PL,PST.PTCP.M.SG,PST.PTCP.F.SG,PST.PTCP.M.PL,PST.PTCP.F.PL,IMP.2SG,IMP.1PL,IMP.2PL,PRS.IND.1SG,PRS.IND.2SG,PRS.IND.3SG,PRS.IND.1PL,PRS.IND.2PL,PRS.IND.3PL,PRS.SBJV.1SG,PRS.SBJV.2SG,PRS.SBJV.3SG,PRS.SBJV.1PL,PRS.SBJV.2PL,PRS.SBJV.3PL,IPRF.IND.1SG,IPRF.IND.2SG,IPRF.IND.3SG,IPRF.IND.1PL,IPRF.IND.2PL,IPRF.IND.3PL,IPRF.SBJV.1SG,IPRF.SBJV.2SG,IPRF.SBJV.3SG,IPRF.SBJV.1PL,IPRF.SBJV.2PL,IPRF.SBJV.3PL,PRET.IND.1SG,PRET.IND.2SG,PRET.IND.3SG,PRET.IND.1PL,PRET.IND.2PL,PRET.IND.3PL,FUT.IND.1SG,FUT.IND.2SG,FUT.IND.3SG,FUT.IND.1PL,FUT.IND.2PL,FUT.IND.3PL,COND.1SG,COND.2SG,COND.3SG,COND.1PL,COND.2PL,COND.3PL
riporre,rip'orre,ripon'endo,ripon'ente,ripon'enti,rip'osto,rip'osta,rip'osti,rip'oste,rip'oni,riponj'amo,ripon'ete,rip'oŋgo,rip'oni,rip'one,riponj'amo,ripon'ete,rip'oŋgono,rip'oŋga,rip'oŋga,rip'oŋga,riponj'amo,riponj'ate,rip'oŋgano,ripon'evo,ripon'evi,ripon'eva,riponev'amo,riponev'ate,ripon'evano,ripon'essi,ripon'essi,ripon'esse,ripon'essimo,ripon'este,ripon'essero,rip'ozi,ripon'esti,rip'oze,ripon'emmo,ripon'este,rip'ozero,riporr'o,riporr'ai,riporr'a,riporr'emo,riporr'ete,riporr'anno,riporr'ei,riporr'esti,riporr'ebbe,riporr'emmo,riporr'este,riporr'ebbero
ripulire,ripul'ire,ripul'endo,ripul'ente,ripul'enti,ripul'ito,ripul'ita,ripul'iti,ripul'ite,ripul'iʃʃi,ripulj'amo,ripul'ite,ripul'isko,ripul'iʃʃi,ripul'iʃʃe,ripulj'amo,ripul'ite,ripul'iskono,ripul'iska,ripul'iska,ripul'iska,ripulj'amo,ripulj'ate,ripul'iskano,ripul'ivo,ripul'ivi,ripul'iva,ripuliv'amo,ripuliv'ate,ripul'ivano,ripul'issi,ripul'issi,ripul'isse,ripul'issimo,ripul'iste,ripul'issero,ripul'ii,ripul'isti,ripul'i,ripul'immo,ripul'iste,ripul'irono,ripulir'o,ripulir'ai,ripulir'a,ripulir'emo,ripulir'ete,ripulir'anno,ripulir'ei,ripulir'esti,ripulir'ebbe,ripulir'emmo,ripulir'este,ripulir'ebbero
slittare,zlitt'are,zlitt'ando,zlitt'ante,zlitt'anti,zlitt'ato,zlitt'ata,zlitt'ati,zlitt'ate,zl'itta,zlittj'amo,zlitt'ate,zl'itto,zl'itti,zl'itta,zlittj'amo,zlitt'ate,zl'ittano,zl'itti,zl'itti,zl'itti,zlittj'amo,zlittj'ate,zl'ittino,zlitt'avo,zlitt'avi,zlitt'ava,zlittav'amo,zlittav'ate,zlitt'avano,zlitt'assi,zlitt'assi,zlitt'asse,zlitt'assimo,zlitt'aste,zlitt'assero,zlitt'ai,zlitt'asti,zlitt'o,zlitt'ammo,zlitt'aste,zlitt'arono,zlitter'o,zlitter'ai,zlitter'a,zlitter'emo,zlitter'ete,zlitter'anno,zlitter'ei,zlitter'esti,zlitter'ebbe,zlitter'emmo,zlitter'este,zlitter'ebbero
spiare,spi'are,spi'ando,spi'ante,spi'anti,spi'ato,spi'ata,spi'ati,spi'ate,sp'ia,spi'amo,spi'ate,sp'io,sp'ii,sp'ia,spi'amo,spi'ate,sp'iano,sp'ii,sp'ii,sp'ii,spi'amo,spi'ate,sp'iino,spi'avo,spi'avi,spi'ava,spiav'amo,spiav'ate,spi'avano,spi'assi,spi'assi,spi'asse,spi'assimo,spi'aste,spi'assero,spi'ai,spi'asti,spi'o,spi'ammo,spi'aste,spi'arono,spier'o,spier'ai,spier'a,spier'emo,spier'ete,spier'anno,spier'ei,spier'esti,spier'ebbe,spier'emmo,spier'este,spier'ebbero
stanziare,stantsj'are,stantsj'ando,stantsj'ante,stantsj'anti,stantsj'ato,stantsj'ata,stantsj'ati,stantsj'ate,st'antsja,stantsj'amo,stantsj'ate,st'antsjo,st'antsi,st'antsja,stantsj'amo,stantsj'ate,st'antsjano,st'antsi,st'antsi,st'antsi,stantsj'amo,stantsj'ate,st'antsino,stantsj'avo,stantsj'avi,stantsj'ava,stantsjav'amo,stantsjav'ate,stantsj'avano,stantsj'assi,stantsj'assi,stantsj'asse,stantsj'assimo,stantsj'aste,stantsj'assero,stantsj'ai,stantsj'asti,stantsj'o,stantsj'ammo,stantsj'aste,stantsj'arono,stantsjer'o,stantsjer'ai,stantsjer'a,stantsjer'emo,stantsjer'ete,stantsjer'anno,stantsjer'ei,stantsjer'esti,stantsjer'ebbe,stantsjer'emmo,stantsjer'este,stantsjer'ebbero
stipulare,stipul'are,stipul'ando,stipul'ante,stipul'anti,stipul'ato,stipul'ata,stipul'ati,stipul'ate,st'ipula,stipulj'amo,stipul'ate,st'ipulo,st'ipuli,st'ipula,stipulj'amo,stipul'ate,st'ipulano,st'ipuli,st'ipuli,st'ipuli,stipulj'amo,stipulj'ate,st'ipulino,stipul'avo,stipul'avi,stipul'ava,stipulav'amo,stipulav'ate,stipul'avano,stipul'assi,stipul'assi,stipul'asse,stipul'assimo,stipul'aste,stipul'assero,stipul'ai,stipul'asti,stipul'o,stipul'ammo,stipul'aste,stipul'arono,stipuler'o,stipuler'ai,stipuler'a,stipuler'emo,stipuler'ete,stipuler'anno,stipuler'ei,stipuler'esti,stipuler'ebbe,stipuler'emmo,stipuler'este,stipuler'ebbero
umiliare,umilj'are,umilj'ando,umilj'ante,umilj'anti,umilj'ato,umilj'ata,umilj'ati,umilj'ate,um'ilja,umilj'amo,umilj'ate,um'iljo,um'ili,um'ilja,umilj'amo,umilj'ate,um'iljano,um'ili,um'ili,um'ili,umilj'amo,umilj'ate,um'ilino,umilj'avo,umilj'avi,umilj'ava,umiljav'amo,umiljav'ate,umilj'avano,umilj'assi,umilj'assi,umilj'asse,umilj'assimo,umilj'aste,umilj'assero,umilj'ai,umilj'asti,umilj'o,umilj'ammo,umilj'aste,umilj'arono,umiljer'o,umiljer'ai,umiljer'a,umiljer'emo,umiljer'ete,umiljer'anno,umiljer'ei,umiljer'esti,umiljer'ebbe,umiljer'emmo,umiljer'este,umiljer'ebbero
abbinare,abbin'are,abbin'ando,abbin'ante,abbin'anti,abbin'ato,abbin'ata,abbin'ati,abbin'ate,abb'ina,abbinj'amo,abbin'ate,abb'ino,abb'ini,abb'ina,abbinj'amo,abbin'ate,abb'inano,abb'ini,abb'ini,abb'ini,abbinj'amo,abbinj'ate,abb'inino,abbin'avo,abbin'avi,abbin'ava,abbinav'amo,abbinav'ate,abbin'avano,abbin'assi,abbin'assi,abbin'asse,abbin'assimo,abbin'aste,abbin'assero,abbin'ai,abbin'asti,abbin'o,abbin'ammo,abbin'aste,abbin'arono,abbiner'o,abbiner'ai,abbiner'a,abbiner'emo,abbiner'ete,abbiner'anno,abbiner'ei,abbiner'esti,abbiner'ebbe,abbiner'emmo,abbiner'este,abbiner'ebbero
aggrappare,aggrapp'are,aggrapp'ando,aggrapp'ante,aggrapp'anti,aggrapp'ato,aggrapp'ata,aggrapp'ati,aggrapp'ate,aggr'appa,aggrappj'amo,aggrapp'ate,aggr'appo,aggr'appi,aggr'appa,aggrappj'amo,aggrapp'ate,aggr'appano,aggr'appi,aggr'appi,aggr'appi,aggrappj'amo,aggrappj'ate,aggr'appino,aggrapp'avo,aggrapp'avi,aggrapp'ava,aggrappav'amo,aggrappav'ate,aggrapp'avano,aggrapp'assi,aggrapp'assi,aggrapp'asse,aggrapp'assimo,aggrapp'aste,aggrapp'assero,aggrapp'ai,aggrapp'asti,aggrapp'o,aggrapp'ammo,aggrapp'aste,aggrapp'arono,aggrapper'o,aggrapper'ai,aggrapper'a,aggrapper'emo,aggrapper'ete,aggrapper'anno,aggrapper'ei,aggrapper'esti,aggrapper'ebbe,aggrapper'emmo,aggrapper'este,aggrapper'ebbero
appassionare,appassjon'are,appassjon'ando,appassjon'ante,appassjon'anti,appassjon'ato,appassjon'ata,appassjon'ati,appassjon'ate,appassj'ona,appassjonj'amo,appassjon'ate,appassj'ono,appassj'oni,appassj'ona,appassjonj'amo,appassjon'ate,appassj'onano,appassj'oni,appassj'oni,appassj'oni,appassjonj'amo,appassjonj'ate,appassj'onino,appassjon'avo,appassjon'avi,appassjon'ava,appassjonav'amo,appassjonav'ate,appassjon'avano,appassjon'assi,appassjon'assi,appassjon'asse,appassjon'assimo,appassjon'aste,appassjon'assero,appassjon'ai,appassjon'asti,appassjon'o,appassjon'ammo,appassjon'aste,appassjon'arono,appassjoner'o,appassjoner'ai,appassjoner'a,appassjoner'emo,appassjoner'ete,appassjoner'anno,appassjoner'ei,appassjoner'esti,appassjoner'ebbe,appassjoner'emmo,appassjoner'este,appassjoner'ebbero
apprestare,apprest'are,apprest'ando,apprest'ante,apprest'anti,apprest'ato,apprest'ata,apprest'ati,apprest'ate,appr'esta,apprestj'amo,apprest'ate,appr'esto,appr'esti,appr'esta,apprestj'amo,apprest'ate,appr'estano,appr'esti,appr'esti,appr'esti,apprestj'amo,apprestj'ate,appr'estino,apprest'avo,apprest'avi,apprest'ava,apprestav'amo,apprestav'ate,apprest'avano,apprest'assi,apprest'assi,apprest'asse,apprest'assimo,apprest'aste,apprest'assero,apprest'ai,apprest'asti,apprest'o,apprest'ammo,apprest'aste,apprest'arono,apprester'o,apprester'ai,apprester'a,apprester'emo,apprester'ete,apprester'anno,apprester'ei,apprester'esti,apprester'ebbe,apprester'emmo,apprester'este,apprester'ebbero
bombardare,bombard'are,bombard'ando,bombard'ante,bombard'anti,bombard'ato,bombard'ata,bombard'ati,bombard'ate,bomb'arda,bombardj'amo,bombard'ate,bomb'ardo,bomb'ardi,bomb'arda,bombardj'amo,bombard'ate,bomb'ardano,bomb'ardi,bomb'ardi,bomb'ardi,bombardj'amo,bombardj'ate,bomb'ardino,bombard'avo,bombard'avi,bombard'ava,bombardav'amo,bombardav'ate,bombard'avano,bombard'assi,bombard'assi,bombard'asse,bombard'assimo,bombard'aste,bombard'assero,bombard'ai,bombard'asti,bombard'o,bombard'ammo,bombard'aste,bombard'arono,bombarder'o,bombarder'ai,bombarder'a,bombarder'emo,bombarder'ete,bombarder'anno,bombarder'ei,bombarder'esti,bombarder'ebbe,bombarder'emmo,bombarder'este,bombarder'ebbero
cenare,tʃen'are,tʃen'ando,tʃen'ante,tʃen'anti,tʃen'ato,tʃen'ata,tʃen'ati,tʃen'ate,tʃ'ena,tʃenj'amo,tʃen'ate,tʃ'eno,tʃ'eni,tʃ'ena,tʃenj'amo,tʃen'ate,tʃ'enano,tʃ'eni,tʃ'eni,tʃ'eni,tʃenj'amo,tʃenj'ate,tʃ'enino,tʃen'avo,tʃen'avi,tʃen'ava,tʃenav'amo,tʃenav'ate,tʃen'avano,tʃen'assi,tʃen'assi,tʃen'asse,tʃen'assimo,tʃen'aste,tʃen'assero,tʃen'ai,tʃen'asti,tʃen'o,tʃen'ammo,tʃen'aste,tʃen'arono,tʃener'o,tʃener'ai,tʃener'a,tʃener'emo,tʃener'ete,tʃener'anno,tʃener'ei,tʃener'esti,tʃener'ebbe,tʃener'emmo,tʃener'este,tʃener'ebbero
concorrere,koŋkorr'ere,koŋkorr'endo,koŋkorr'ente,koŋkorr'enti,koŋk'orso,koŋk'orsa,koŋk'orsi,koŋk'orse,koŋk'orri,koŋkorrj'amo,koŋkorr'ete,koŋk'orro,koŋk'orri,koŋk'orre,koŋkorrj'amo,koŋkorr'ete,koŋk'orrono,koŋk'orra,koŋk'orra,koŋk'orra,koŋkorrj'amo,koŋkorrj'ate,koŋk'orrano,koŋkorr'evo,koŋkorr'evi,koŋkorr'eva,koŋkorrev'amo,koŋkorrev'ate,koŋkorr'evano,koŋkorr'essi,koŋkorr'essi,koŋkorr'esse,koŋkorr'essimo,koŋkorr'este,koŋkorr'essero,koŋk'orsi,koŋkorr'esti,koŋk'orse,koŋkorr'emmo,koŋkorr'este,koŋk'orsero,koŋkorrer'o,koŋkorrer'ai,koŋkorrer'a,koŋkorrer'emo,koŋkorrer'ete,koŋkorrer'anno,koŋkorrer'ei,koŋkorrer'esti,koŋkorrer'ebbe,koŋkorrer'emmo,koŋkorrer'este,koŋkorrer'ebbero
divorziare,divortsj'are,divortsj'ando,divortsj'ante,divortsj'anti,divortsj'ato,divortsj'ata,divortsj'ati,divortsj'ate,div'ortsja,divortsj'amo,divortsj'ate,div'ortsjo,div'ortsi,div'ortsja,divortsj'amo,divortsj'ate,div'ortsjano,div'ortsi,div'ortsi,div'ortsi,divortsj'amo,divortsj'ate,div'ortsino,divortsj'avo,divortsj'avi,divortsj'ava,divortsjav'amo,divortsjav'ate,divortsj'avano,divortsj'assi,divortsj'assi,divortsj'asse,divortsj'assimo,divortsj'aste,divortsj'assero,divortsj'ai,divortsj'asti,divortsj'o,divortsj'ammo,divortsj'aste,divortsj'arono,divortsjer'o,divortsjer'ai,divortsjer'a,divortsjer'emo,divortsjer'ete,divortsjer'anno,divortsjer'ei,divortsjer'esti,divortsjer'ebbe,divortsjer'emmo,divortsjer'este,divortsjer'ebbero
grattugiare,grattudʒ'are,grattudʒ'ando,grattudʒ'ante,grattudʒ'anti,grattudʒ'ato,grattudʒ'ata,grattudʒ'ati,grattudʒ'ate,gratt'udʒa,grattudʒ'amo,grattudʒ'ate,gratt'udʒo,gratt'udʒi,gratt'udʒa,grattudʒ'amo,grattudʒ'ate,gratt'udʒano,gratt'udʒi,gratt'udʒi,gratt'udʒi,grattudʒ'amo,grattudʒ'ate,gratt'udʒino,grattudʒ'avo,grattudʒ'avi,grattudʒ'ava,grattudʒav'amo,grattudʒav'ate,grattudʒ'avano,grattudʒ'assi,grattudʒ'assi,grattudʒ'asse,grattudʒ'assimo,grattudʒ'aste,grattudʒ'assero,grattudʒ'ai,grattudʒ'asti,grattudʒ'o,grattudʒ'ammo,grattudʒ'aste,grattudʒ'arono,grattudʒer'o,grattudʒer'ai,grattudʒer'a,grattudʒer'emo,grattudʒer'ete,grattudʒer'anno,grattudʒer'ei,grattudʒer'esti,grattudʒer'ebbe,grattudʒer'emmo,grattudʒer'este,grattudʒer'ebbero
incombere,iŋk'ombere,iŋkomb'endo,iŋkomb'ente,iŋkomb'enti,,,,,iŋk'ombi,iŋkombj'amo,iŋkomb'ete,iŋk'ombo,iŋk'ombi,iŋk'ombe,iŋkombj'amo,iŋkomb'ete,iŋk'ombono,iŋk'omba,iŋk'omba,iŋk'omba,iŋkombj'amo,iŋkombj'ate,iŋk'ombano,iŋkomb'evo,iŋkomb'evi,iŋkomb'eva,iŋkombev'amo,iŋkombev'ate,iŋkomb'evano,iŋkomb'essi,iŋkomb'essi,iŋkomb'esse,iŋkomb'essimo,iŋkomb'este,iŋkomb'essero,iŋkomb'etti,iŋkomb'esti,iŋkomb'ette,iŋkomb'emmo,iŋkomb'este,iŋkomb'ettero,iŋkomber'o,iŋkomber'ai,iŋkomber'a,iŋkomber'emo,iŋkomber'ete,iŋkomber'anno,iŋkomber'ei,iŋkomber'esti,iŋkomber'ebbe,iŋkomber'emmo,iŋkomber'este,iŋkomber'ebbero
interpellare,interpell'are,interpell'ando,interpell'ante,interpell'anti,interpell'ato,interpell'ata,interpell'ati,interpell'ate,interp'ella,interpellj'amo,interpell'ate,interp'ello,interp'elli,interp'ella,interpellj'amo,interpell'ate,interp'ellano,interp'elli,interp'elli,interp'elli,interpellj'amo,interpellj'ate,interp'ellino,interpell'avo,interpell'avi,interpell'ava,interpellav'amo,interpellav'ate,interpell'avano,interpell'assi,interpell'assi,interpell'asse,interpell'assimo,interpell'aste,interpell'assero,interpell'ai,interpell'asti,interpell'o,interpell'ammo,interpell'aste,interpell'arono,interpeller'o,interpeller'ai,interpeller'a,interpeller'emo,interpeller'ete,interpeller'anno,interpeller'ei,interpeller'esti,interpeller'ebbe,interpeller'emmo,interpeller'este,interpeller'ebbero
mondare,mond'are,mond'ando,mond'ante,mond'anti,mond'ato,mond'ata,mond'ati,mond'ate,m'onda,mondj'amo,mond'ate,m'ondo,m'ondi,m'onda,mondj'amo,mond'ate,m'ondano,m'ondi,m'ondi,m'ondi,mondj'amo,mondj'ate,m'ondino,mond'avo,mond'avi,mond'ava,mondav'amo,mondav'ate,mond'avano,mond'assi,mond'assi,mond'asse,mond'assimo,mond'aste,mond'assero,mond'ai,mond'asti,mond'o,mond'ammo,mond'aste,mond'arono,monder'o,monder'ai,monder'a,monder'emo,monder'ete,monder'anno,monder'ei,monder'esti,monder'ebbe,monder'emmo,monder'este,monder'ebbero
ricreare,rikre'are,rikre'ando,rikre'ante,rikre'anti,rikre'ato,rikre'ata,rikre'ati,rikre'ate,rikr'ea,rikrej'amo,rikre'ate,rikr'eo,rikr'ei,rikr'ea,rikrej'amo,rikre'ate,rikr'eano,rikr'ei,rikr'ei,rikr'ei,rikrej'amo,rikrej'ate,rikr'eino,rikre'avo,rikre'avi,rikre'ava,rikreav'amo,rikreav'ate,rikre'avano,rikre'assi,rikre'assi,rikre'asse,rikre'assimo,rikre'aste,rikre'assero,rikre'ai,rikre'asti,rikre'o,rikre'ammo,rikre'aste,rikre'arono,rikreer'o,rikreer'ai,rikreer'a,rikreer'emo,rikreer'ete,rikreer'anno,rikreer'ei,rikreer'esti,rikreer'ebbe,rikreer'emmo,rikreer'este,rikreer'ebbero
ridimensionare,ridimensjon'are,ridimensjon'ando,ridimensjon'ante,ridimensjon'anti,ridimensjon'ato,ridimensjon'ata,ridimensjon'ati,ridimensjon'ate,ridimensj'ona,ridimensjonj'amo,ridimensjon'ate,ridimensj'ono,ridimensj'oni,ridimensj'ona,ridimensjonj'amo,ridimensjon'ate,ridimensj'onano,ridimensj'oni,ridimensj'oni,ridimensj'oni,ridimensjonj'amo,ridimensjonj'ate,ridimensj'onino,ridimensjon'avo,ridimensjon'avi,ridimensjon'ava,ridimensjonav'amo,ridimensjonav'ate,ridimensjon'avano,ridimensjon'assi,ridimensjon'assi,ridimensjon'asse,ridimensjon'assimo,ridimensjon'aste,ridimensjon'assero,ridimensjon'ai,ridimensjon'asti,ridimensjon'o,ridimensjon'ammo,ridimensjon'aste,ridimensjon'arono,ridimensjoner'o,ridimensjoner'ai,ridimensjoner'a,ridimensjoner'emo,ridimensjoner'ete,ridimensjoner'anno,ridimensjoner'ei,ridimensjoner'esti,ridimensjoner'ebbe,ridimensjoner'emmo,ridimensjoner'este,ridimensjoner'ebbero
rievocare,rievok'are,rievok'ando,rievok'ante,rievok'anti,rievok'ato,rievok'ata,rievok'ati,rievok'ate,ri'evoka,rievokj'amo,rievok'ate,ri'evoko,ri'evoki,ri'evoka,rievokj'amo,rievok'ate,ri'evokano,ri'evoki,ri'evoki,ri'evoki,rievokj'amo,rievokj'ate,ri'evokino,rievok'avo,rievok'avi,rievok'ava,rievokav'amo,rievokav'ate,rievok'avano,rievok'assi,rievok'assi,rievok'asse,rievok'assimo,rievok'aste,rievok'assero,rievok'ai,rievok'asti,rievok'o,rievok'ammo,rievok'aste,rievok'arono,rievoker'o,rievoker'ai,rievoker'a,rievoker'emo,rievoker'ete,rievoker'anno,rievoker'ei,rievoker'esti,rievoker'ebbe,rievoker'emmo,rievoker'este,rievoker'ebbero
ripresentare,riprezent'are,riprezent'ando,riprezent'ante,riprezent'anti,riprezent'ato,riprezent'ata,riprezent'ati,riprezent'ate,riprez'enta,riprezentj'amo,riprezent'ate,riprez'ento,riprez'enti,riprez'enta,riprezentj'amo,riprezent'ate,riprez'entano,riprez'enti,riprez'enti,riprez'enti,riprezentj'amo,riprezentj'ate,riprez'entino,riprezent'avo,riprezent'avi,riprezent'ava,riprezentav'amo,riprezentav'ate,riprezent'avano,riprezent'assi,riprezent'assi,riprezent'asse,riprezent'assimo,riprezent'aste,riprezent'assero,riprezent'ai,riprezent'asti,riprezent'o,riprezent'ammo,riprezent'aste,riprezent'arono,riprezenter'o,riprezenter'ai,riprezenter'a,riprezenter'emo,riprezenter'ete,riprezenter'anno,riprezenter'ei,riprezenter'esti,riprezenter'ebbe,riprezenter'emmo,riprezenter'este,riprezenter'ebbero
riscaldare,riskald'are,riskald'ando,riskald'ante,riskald'anti,riskald'ato,riskald'ata,riskald'ati,riskald'ate,risk'alda,riskaldj'amo,riskald'ate,risk'aldo,risk'aldi,risk'alda,riskaldj'amo,riskald'ate,risk'aldano,risk'aldi,risk'aldi,risk'aldi,riskaldj'amo,riskaldj'ate,risk'aldino,riskald'avo,riskald'avi,riskald'ava,riskaldav'amo,riskaldav'ate,riskald'avano,riskald'assi,riskald'assi,riskald'asse,riskald'assimo,riskald'aste,riskald'assero,riskald'ai,riskald'asti,riskald'o,riskald'ammo,riskald'aste,riskald'arono,riskalder'o,riskalder'ai,riskalder'a,riskalder'emo,riskalder'ete,riskalder'anno,riskalder'ei,riskalder'esti,riskalder'ebbe,riskalder'emmo,riskalder'este,riskalder'ebbero
smontare,zmont'are,zmont'ando,zmont'ante,zmont'anti,zmont'ato,zmont'ata,zmont'ati,zmont'ate,zm'onta,zmontj'amo,zmont'ate,zm'onto,zm'onti,zm'onta,zmontj'amo,zmont'ate,zm'ontano,zm'onti,zm'onti,zm'onti,zmontj'amo,zmontj'ate,zm'ontino,zmont'avo,zmont'avi,zmont'ava,zmontav'amo,zmontav'ate,zmont'avano,zmont'assi,zmont'assi,zmont'asse,zmont'assimo,zmont'aste,zmont'assero,zmont'ai,zmont'asti,zmont'o,zmont'ammo,zmont'aste,zmont'arono,zmonter'o,zmonter'ai,zmonter'a,zmonter'emo,zmonter'ete,zmonter'anno,zmonter'ei,zmonter'esti,zmonter'ebbe,zmonter'emmo,zmonter'este,zmonter'ebbero
spacciare,spattʃ'are,spattʃ'ando,spattʃ'ante,spattʃ'anti,spattʃ'ato,spattʃ'ata,spattʃ'ati,spattʃ'ate,sp'attʃa,spattʃ'amo,spattʃ'ate,sp'attʃo,sp'attʃi,sp'attʃa,spattʃ'amo,spattʃ'ate,sp'attʃano,sp'attʃi,sp'attʃi,sp'attʃi,spattʃ'amo,spattʃ'ate,sp'attʃino,spattʃ'avo,spattʃ'avi,spattʃ'ava,spattʃav'amo,spattʃav'ate,spattʃ'avano,spattʃ'assi,spattʃ'assi,spattʃ'asse,spattʃ'assimo,spattʃ'aste,spattʃ'assero,spattʃ'ai,spattʃ'asti,spattʃ'o,spattʃ'ammo,spattʃ'aste,spattʃ'arono,spattʃer'o,spattʃer'ai,spattʃer'a,spattʃer'emo,spattʃer'ete,spattʃer'anno,spattʃer'ei,spattʃer'esti,spattʃer'ebbe,spattʃer'emmo,spattʃer'este,spattʃer'ebbero
squalificare,skwalifik'are,skwalifik'ando,skwalifik'ante,skwalifik'anti,skwalifik'ato,skwalifik'ata,skwalifik'ati,skwalifik'ate,skwal'ifika,skwalifikj'amo,skwalifik'ate,skwal'ifiko,skwal'ifiki,skwal'ifika,skwalifikj'amo,skwalifik'ate,skwal'ifikano,skwal'ifiki,skwal'ifiki,skwal'ifiki,skwalifikj'amo,skwalifikj'ate,skwal'ifikino,skwalifik'avo,skwalifik'avi,skwalifik'ava,skwalifikav'amo,skwalifikav'ate,skwalifik'avano,skwalifik'assi,skwalifik'assi,skwalifik'asse,skwalifik'assimo,skwalifik'aste,skwalifik'assero,skwalifik'ai,skwalifik'asti,skwalifik'o,skwalifik'ammo,skwalifik'aste,skwalifik'arono,skwalifiker'o,skwalifiker'ai,skwalifiker'a,skwalifiker'emo,skwalifiker'ete,skwalifiker'anno,skwalifiker'ei,skwalifiker'esti,skwalifiker'ebbe,skwalifiker'emmo,skwalifiker'este,skwalifiker'ebbero
stentare,stent'are,stent'ando,stent'ante,stent'anti,stent'ato,stent'ata,stent'ati,stent'ate,st'enta,stentj'amo,stent'ate,st'ento,st'enti,st'enta,stentj'amo,stent'ate,st'entano,st'enti,st'enti,st'enti,stentj'amo,stentj'ate,st'entino,stent'avo,stent'avi,stent'ava,stentav'amo,stentav'ate,stent'avano,stent'assi,stent'assi,stent'asse,stent'assimo,stent'aste,stent'assero,stent'ai,stent'asti,stent'o,stent'ammo,stent'aste,stent'arono,stenter'o,stenter'ai,stenter'a,stenter'emo,stenter'ete,stenter'anno,stenter'ei,stenter'esti,stenter'ebbe,stenter'emmo,stenter'este,stenter'ebbero
stilare,stil'are,stil'ando,stil'ante,stil'anti,stil'ato,stil'ata,stil'ati,stil'ate,st'ila,stilj'amo,stil'ate,st'ilo,st'ili,st'ila,stilj'amo,stil'ate,st'ilano,st'ili,st'ili,st'ili,stilj'amo,stilj'ate,st'ilino,stil'avo,stil'avi,stil'ava,stilav'amo,stilav'ate,stil'avano,stil'assi,stil'assi,stil'asse,stil'assimo,stil'aste,stil'assero,stil'ai,stil'asti,stil'o,stil'ammo,stil'aste,stil'arono,stiler'o,stiler'ai,stiler'a,stiler'emo,stiler'ete,stiler'anno,stiler'ei,stiler'esti,stiler'ebbe,stiler'emmo,stiler'este,stiler'ebbero
supplicare,supplik'are,supplik'ando,supplik'ante,supplik'anti,supplik'ato,supplik'ata,supplik'ati,supplik'ate,s'upplika,supplikj'amo,supplik'ate,s'uppliko,s'uppliki,s'upplika,supplikj'amo,supplik'ate,s'upplikano,s'uppliki,s'uppliki,s'uppliki,supplikj'amo,supplikj'ate,s'upplikino,supplik'avo,supplik'avi,supplik'ava,supplikav'amo,supplikav'ate,supplik'avano,supplik'assi,supplik'assi,supplik'asse,supplik'assimo,supplik'aste,supplik'assero,supplik'ai,supplik'asti,supplik'o,supplik'ammo,supplik'aste,supplik'arono,suppliker'o,suppliker'ai,suppliker'a,suppliker'emo,suppliker'ete,suppliker'anno,suppliker'ei,suppliker'esti,suppliker'ebbe,suppliker'emmo,suppliker'este,suppliker'ebbero
attenuare,attenw'are,attenw'ando,attenw'ante,attenw'anti,attenw'ato,attenw'ata,attenw'ati,attenw'ate,att'enwa,attenwj'amo,attenw'ate,att'enwo,att'enwi,att'enwa,attenwj'amo,attenw'ate,att'enwano,att'enwi,att'enwi,att'enwi,attenwj'amo,attenwj'ate,att'enwino,attenw'avo,attenw'avi,attenw'ava,attenwav'amo,attenwav'ate,attenw'avano,attenw'assi,attenw'assi,attenw'asse,attenw'assimo,attenw'aste,attenw'assero,attenw'ai,attenw'asti,attenw'o,attenw'ammo,attenw'aste,attenw'arono,attenwer'o,attenwer'ai,attenwer'a,attenwer'emo,attenwer'ete,attenwer'anno,attenwer'ei,attenwer'esti,attenwer'ebbe,attenwer'emmo,attenwer'este,attenwer'ebbero
azzardare,addzard'are,addzard'ando,addzard'ante,addzard'anti,addzard'ato,addzard'ata,addzard'ati,addzard'ate,addz'arda,addzardj'amo,addzard'ate,addz'ardo,addz'ardi,addz'arda,addzardj'amo,addzard'ate,addz'ardano,addz'ardi,addz'ardi,addz'ardi,addzardj'amo,addzardj'ate,addz'ardino,addzard'avo,addzard'avi,addzard'ava,addzardav'amo,addzardav'ate,addzard'avano,addzard'assi,addzard'assi,addzard'asse,addzard'assimo,addzard'aste,addzard'assero,addzard'ai,addzard'asti,addzard'o,addzard'ammo,addzard'aste,addzard'arono,addzarder'o,addzarder'ai,addzarder'a,addzarder'emo,addzarder'ete,addzarder'anno,addzarder'ei,addzarder'esti,addzarder'ebbe,addzarder'emmo,addzarder'este,addzarder'ebbero
